sequence	16S_rRNA_Count	metadata_NSTI
SV_685_Rhodobacterales	1	0.058414
SV_686_Rhodobacterales	1	0.082826
SV_687_Alteromonadales	5	0.118552
SV_688_Flavobacteriales	1	0.547226
SV_689_Rhodobacterales	1	0.583321
SV_68_Rhodobacterales	1	0.013982
SV_690_Flavobacteriales	1	0.211524
SV_691_Rhodobacterales	1	0.064512
SV_692_Rhodobacterales	1	0.30154000000000003
SV_693_Flavobacteriales	1	0.424807
SV_694_Rhodobacterales	2	0.059136
SV_695_Rhodobacterales	2	0.071475
SV_696_Rhodobacterales	1	0.257802
SV_697_Alteromonadales	1	0.21459
SV_698_Rhodobacterales	1	0.046426999999999996
SV_699_Flavobacteriales	1	0.30343200000000004
SV_69_Rhodobacterales	1	0.06314700000000001
SV_6_Rhodobacterales	1	0.103082
SV_700_Rhodobacterales	1	0.087344
SV_701_Rhodobacterales	2	0.080597
SV_702_Rhodobacterales	1	0.101007
SV_703_Rhodobacterales	1	0.44443699999999997
SV_704_Flavobacteriales	1	0.162652
SV_705_Rhodobacterales	1	0.14268499999999998
SV_706_Rhodobacterales	1	0.038348
SV_707_Rhodobacterales	1	0.043701
SV_708_Oceanospirillales	2	0.188668
SV_709_Rhodobacterales	1	0.181581
SV_70_Micrococcales	1	0.10778099999999999
SV_710_Campylobacterales	4	0.055129
SV_711_Flavobacteriales	2	0.123794
SV_712_Rhodobacterales	1	0.007703
SV_713_Flavobacteriales	2	0.08134
SV_714_Rhodobacterales	1	0.068297
SV_715_Flavobacteriales	1	0.44451499999999994
SV_716_Flavobacteriales	1	0.424807
SV_717_Campylobacterales	4	0.337382
SV_718_Rhodobacterales	1	0.07921900000000001
SV_719_Rhodobacterales	1	0.530593
SV_71_Order_III	1	0.19134600000000002
SV_720_Rhodobacterales	2	0.11028800000000001
SV_721_Rhodobacterales	1	0.038701
SV_722_NA	1	0.626622
SV_723_Rhodobacterales	1	0.015392
SV_724_Oceanospirillales	1	0.048114
SV_725_Rhodobacterales	1	0.224136
SV_726_Rhodobacterales	1	0.326473
SV_727_Rhodobacterales	1	0.086129
SV_728_Oceanospirillales	1	0.48479399999999995
SV_729_Rhodobacterales	1	0.305925
SV_72_Flavobacteriales	1	0.12825
SV_730_Flavobacteriales	1	0.184336
SV_731_Flavobacteriales	1	0.6265609999999999
SV_732_Rhodobacterales	5	0.041204000000000005
SV_733_Alteromonadales	4	0.12639
SV_734_Flavobacteriales	1	0.7584350000000001
SV_735_Rhodobacterales	1	0.44956899999999994
SV_736_Rhodobacterales	2	0.09756000000000001
SV_737_Alteromonadales	2	0.072286
SV_738_Flavobacteriales	2	0.13509100000000002
SV_739_Rhodobacterales	1	0.029981999999999998
SV_73_Oceanospirillales	1	0.45899300000000004
SV_740_Rhodobacterales	2	0.015338
SV_741_Rhodobacterales	1	0.031145
SV_742_Rhodobacterales	1	0.119743
SV_743_Rhodobacterales	1	0.176477
SV_744_Flavobacteriales	1	0.378527
SV_745_Rhodobacterales	1	0.149881
SV_746_Rhodobacterales	1	0.062588
SV_747_Rhodobacterales	1	0.411472
SV_748_Rhodobacterales	2	0.038794999999999996
SV_749_Rhodobacterales	2	0.046803
SV_74_Alteromonadales	5	0.015979
SV_750_Rhodobacterales	1	0.054817
SV_751_Rhodobacterales	1	0.139594
SV_752_Rhodobacterales	1	0.11509100000000001
SV_753_Rhodobacterales	1	0.087589
SV_754_Rhodobacterales	1	0.136963
SV_755_Rhodobacterales	1	0.062858
SV_756_Rhodobacterales	1	0.030545999999999997
SV_757_Flavobacteriales	1	0.424807
SV_758_Rhodobacterales	1	0.06375800000000001
SV_759_Rhodobacterales	1	0.200327
SV_75_Cellvibrionales	1	0.031533
SV_760_Rhodobacterales	1	0.435755
SV_761_NA	1	0.295987
SV_762_Rhodobacterales	5	0.408463
SV_763_Rhodobacterales	1	0.046687
SV_764_Rhodobacterales	1	0.0308
SV_765_Rhodobacterales	2	0.171035
SV_766_Rhodobacterales	1	0.016477000000000002
SV_767_Rhodobacterales	1	0.054102
SV_768_Rhodobacterales	1	0.09987599999999999
SV_769_Alteromonadales	5	0.118698
SV_76_Rhodobacterales	1	0.053729
SV_770_Flavobacteriales	5	0.26467199999999996
SV_771_Flavobacteriales	1	0.24137199999999998
SV_772_Rhodobacterales	1	0.116495
SV_773_Alteromonadales	1	0.263756
SV_774_Flavobacteriales	5	0.187051
SV_775_Oceanospirillales	2	0.188668
SV_776_Oceanospirillales	1	0.287275
SV_777_Rhodobacterales	1	0.354593
SV_778_Flavobacteriales	1	0.25361100000000003
SV_779_Flavobacteriales	1	0.558081
SV_77_Rhodobacterales	1	0.066161
SV_780_Rhodobacterales	1	0.039035
SV_781_Rhodobacterales	1	0.125805
SV_782_Rhodobacterales	1	0.359099
SV_783_Alteromonadales	1	0.288502
SV_784_Alteromonadales	5	0.06584
SV_785_Rhodobacterales	1	0.068298
SV_786_NA	10	6.816653
SV_787_Rhodobacterales	1	0.031336
SV_788_Rhodobacterales	1	0.007522
SV_789_Rhodobacterales	2	0.170976
SV_78_Flavobacteriales	1	0.184942
SV_790_Flavobacteriales	1	0.509043
SV_791_Rhodobacterales	1	0.578986
SV_792_Rhodobacterales	1	0.47354799999999997
SV_793_Rhodobacterales	1	0.125871
SV_794_Rhodobacterales	1	0.35482800000000003
SV_795_Rhodobacterales	1	0.092753
SV_796_Rhodobacterales	1	0.29386100000000004
SV_797_Flavobacteriales	2	0.18387799999999999
SV_798_Flavobacteriales	1	0.136755
SV_799_Flavobacteriales	1	0.13808399999999998
SV_79_Rhodobacterales	1	0.015253999999999998
SV_7_Rhodobacterales	1	0.020911000000000003
SV_800_Flavobacteriales	1	0.178121
SV_801_Alteromonadales	1	0.270461
SV_802_Rhodobacterales	1	0.307101
SV_803_Flavobacteriales	2	0.158957
SV_804_Rhodobacterales	1	0.048779
SV_805_Rhodobacterales	1	0.12230899999999999
SV_806_Rhodobacterales	1	0.278119
SV_807_Rhodobacterales	1	0.304841
SV_808_Alteromonadales	4	0.112026
SV_809_Rhodobacterales	1	0.510177
SV_80_Micrococcales	1	0.071008
SV_810_Rhodobacterales	1	0.081434
SV_811_Rhodobacterales	1	0.368102
SV_812_Rhodobacterales	1	0.758249
SV_813_Rhodobacterales	1	0.379802
SV_814_Rhodobacterales	1	0.0849
SV_815_Rhodobacterales	1	0.052404
SV_816_Rhodobacterales	1	0.007844
SV_817_Rhodobacterales	2	0.066996
SV_818_Rhodobacterales	1	0.08030599999999999
SV_819_Flavobacteriales	1	0.136239
SV_81_Rhodobacterales	1	0.000101
SV_820_Rhodobacterales	4	0.062475
SV_821_Cellvibrionales	1	0.169674
SV_822_Alteromonadales	5	0.023757
SV_823_Rhodobacterales	1	0.056813
SV_824_Rhodobacterales	1	0.064291
SV_825_Rhodobacterales	1	0.071302
SV_826_Rhodobacterales	1	0.41835100000000003
SV_827_Rhodobacterales	1	0.050963999999999995
SV_828_Rhodobacterales	1	0.031436
SV_829_Sphingomonadales	1	0.038223
SV_82_Oceanospirillales	1	0.007884
SV_830_Rhodobacterales	1	0.39155700000000004
SV_831_Campylobacterales	2	0.280358
SV_832_Campylobacterales	2	0.280358
SV_833_Rhodospirillales	1	0.179748
SV_834_Rhodobacterales	1	0.263208
SV_835_Rhodobacterales	1	0.071
SV_836_Sphingomonadales	1	0.00015
SV_837_Rhodobacterales	1	0.231531
SV_838_Rhodobacterales	1	0.351702
SV_839_Alteromonadales	1	0.270461
SV_83_Campylobacterales	4	0.058027999999999996
SV_840_Rhodobacterales	1	0.332548
SV_841_Alteromonadales	1	0.40817600000000004
SV_842_Rhodospirillales	1	0.041649
SV_843_Rhodobacterales	1	0.076601
SV_844_Acidimicrobiales	1	1.29047
SV_845_Rhodobacterales	1	0.07185
SV_846_Flavobacteriales	2	0.291748
SV_847_Rhodobacterales	1	0.073183
SV_848_Flavobacteriales	1	0.36186399999999996
SV_849_Oceanospirillales	1	0.32404099999999997
SV_84_Alteromonadales	5	0.0235
SV_850_Rhodobacterales	1	0.116003
SV_851_SAR11_clade	1	0.084611
SV_852_Flavobacteriales	1	0.609066
SV_853_Rhodobacterales	1	0.055326
SV_854_Rhodobacterales	2	0.095417
SV_855_Alteromonadales	5	0.032151
SV_856_Rhodobacterales	1	0.054098
SV_857_Rhodobacterales	1	0.074441
SV_858_Rhodobacterales	1	0.06535
SV_859_Rhodobacterales	1	0.330264
SV_85_Rhodobacterales	1	0.000101
SV_860_Rhodobacterales	1	0.036287
SV_861_Flavobacteriales	2	0.31028
SV_86_Rhodobacterales	2	0.041547
SV_87_Flavobacteriales	1	0.263755
SV_88_Alteromonadales	5	0.007906999999999999
SV_89_Flavobacteriales	1	0.11984500000000001
SV_8_Rhodobacterales	1	0.130655
SV_90_Rhodobacterales	1	0.063685
SV_91_Flavobacteriales	1	0.076804
SV_92_Rhodobacterales	1	0.015218
SV_93_Flavobacteriales	1	0.069575
SV_94_Rickettsiales	1	0.029423
SV_95_Rhodobacterales	1	0.11461199999999999
SV_96_Oceanospirillales	2	0.188385
SV_97_Cytophagales	1	0.032568
SV_98_Flavobacteriales	5	0.032928
SV_99_Micrococcales	1	0.14625
SV_9_Flavobacteriales	2	0.016121
