"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"SV_180_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	NA
"SV_181_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"PS1_clade"	NA
"SV_182_SubsectionI"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"
"SV_183_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	NA
"SV_184_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Oleibacter"
"SV_185_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Oceaniserpentilla"
"SV_186_Vibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"
"SV_187_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
"SV_188_Methylophilales"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"OM43_clade"
"SV_189_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"
"SV_190_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Seohaeicola"
"SV_191_PeM15"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"PeM15"	NA	NA
"SV_192_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"
"SV_193_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_194_KI89A_clade"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A_clade"	NA	NA
"SV_195_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Pseudohongiella"
"SV_196_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	"Candidatus_Pelagibacter"
"SV_197_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182_clade"	NA
"SV_198_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"
"SV_199_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA
"SV_200_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"
"SV_201_KI89A_clade"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A_clade"	NA	NA
"SV_202_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"NS9_marine_group"	NA
"SV_203_NA"	"Bacteria"	NA	NA	NA	NA	NA
"SV_204_NB1-n"	"Bacteria"	"Tenericutes"	"Mollicutes"	"NB1-n"	NA	NA
"SV_205_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Winogradskyella"
"SV_206_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
"SV_207_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"
"SV_208_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Litorimicrobium"
"SV_209_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"
"SV_210_Campylobacterales"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Arcobacter"
"SV_211_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"
"SV_212_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinomonas"
"SV_213_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"
"SV_214_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Aestuariicella"
"SV_215_NB1-n"	"Bacteria"	"Tenericutes"	"Mollicutes"	"NB1-n"	NA	NA
"SV_216_Cytophagales"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Fabibacter"
"SV_217_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_218_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_219_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	NA
"SV_220_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	"Candidatus_Pelagibacter"
"SV_221_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"
"SV_222_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Hyunsoonleella"
"SV_223_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"
"SV_224_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_225_Puniceicoccales"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Coraliomargarita"
"SV_226_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Winogradskyella"
"SV_227_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinomonas"
"SV_228_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	NA
"SV_229_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	NA
"SV_230_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_231_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	"Candidatus_Puniceispirillum"
"SV_232_Thiotrichales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"
"SV_233_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
"SV_234_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_235_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	NA	NA
"SV_236_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"
"SV_237_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"
"SV_238_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86_clade"	NA
"SV_239_Puniceicoccales"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Coraliomargarita"
"SV_240_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169_marine_group"
"SV_241_Micrococcales"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Candidatus_Aquiluna"
"SV_242_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"
"SV_243_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"
"SV_244_Campylobacterales"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Arcobacter"
"SV_245_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_2"	NA
"SV_246_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	NA
"SV_247_Nitriliruptorales"	"Bacteria"	"Actinobacteria"	"Nitriliruptoria"	"Nitriliruptorales"	"Nitriliruptoraceae"	NA
"SV_248_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Crocinitomix"
"SV_249_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	"Spongiibacter"
"SV_250_Salinisphaerales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	"Salinisphaeraceae"	"Oceanococcus"
"SV_251_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	NA
"SV_252_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA
"SV_253_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinobacterium"
"SV_254_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Nonlabens"
"SV_255_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86_clade"	NA
"SV_256_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	NA
"SV_257_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_258_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	"Spongiibacter"
"SV_259_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA
"SV_260_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"
"SV_261_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
"SV_262_Order_III"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes_Incertae_Sedis"	"Order_III"	"B2706-C7"	NA
"SV_263_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	NA	NA
"SV_264_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_265_Acidimicrobiales"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OM1_clade"	"Candidatus_Actinomarina"
"SV_266_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86_clade"	NA
"SV_267_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	NA	NA
"SV_268_Micrococcales"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"ML602J-51"
"SV_269_Acidimicrobiales"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OM1_clade"	"Candidatus_Actinomarina"
"SV_270_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"NS9_marine_group"	NA
"SV_271_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Oleispira"
"SV_272_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"
"SV_273_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amylibacter"
"SV_274_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"PS1_clade"	NA
"SV_275_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_276_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"
"SV_277_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Seonamhaeicola"
"SV_278_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	NA
"SV_279_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Loktanella"
"SV_280_Thiotrichales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiothrix"
"SV_281_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS3a_marine_group"
"SV_282_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	NA
"SV_283_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	"Candidatus_Pelagibacter"
"SV_284_Puniceicoccales"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Coraliomargarita"
"SV_285_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"
"SV_286_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"
"SV_287_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Thalassobius"
"SV_288_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_289_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"
"SV_290_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"NS9_marine_group"	NA
"SV_291_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	NA	NA
"SV_292_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"NS7_marine_group"	NA
"SV_293_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169_marine_group"
"SV_294_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"NS9_marine_group"	NA
"SV_295_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinomonas"
"SV_296_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"
"SV_297_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_4"	NA
"SV_298_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Pseudofulvibacter"
"SV_299_Burkholderiales"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Pelomonas"
"SV_300_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Thalassolituus"
"SV_301_Cellvibrionales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"
"SV_302_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86_clade"	NA
"SV_303_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Thalassobaculum"
"SV_304_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinobacterium"
"SV_305_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	NA
"SV_306_MB11C04_marine_group"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04_marine_group"	NA	NA
"SV_307_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_308_Puniceicoccales"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Coraliomargarita"
"SV_309_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Winogradskyella"
"SV_310_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	"Candidatus_Puniceispirillum"
"SV_311_NA"	"Bacteria"	"Cyanobacteria"	"ML635J-21"	NA	NA	NA
"SV_312_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"
"SV_313_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_314_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Neptuniibacter"
"SV_315_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Fluviicola"
"SV_316_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	NA
"SV_317_NA"	"Archaea"	"Woesearchaeota_(DHVEG-6)"	NA	NA	NA	NA
"SV_318_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
"SV_319_P0X4b2H11"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"P0X4b2H11"	NA	NA
"SV_320_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Octadecabacter"
"SV_321_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Colwelliaceae"	"Thalassotalea"
"SV_322_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"
"SV_323_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Mameliella"
"SV_324_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Neptuniibacter"
"SV_325_Rickettsiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116_clade"	"Candidatus_Puniceispirillum"
"SV_326_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169_marine_group"
"SV_327_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Colwelliaceae"	"Thalassotalea"
"SV_328_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinomonas"
"SV_329_Methylophilales"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"OM43_clade"
"SV_330_Unknown_Order"	"Bacteria"	"Proteobacteria"	"Proteobacteria_Incertae_Sedis"	"Unknown_Order"	"Unknown_Family"	"Candidatus_Tenderia"
"SV_331_Acidimicrobiales"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OM1_clade"	"Candidatus_Actinomarina"
"SV_332_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"
"SV_333_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86_clade"	NA
"SV_334_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"
"SV_335_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Thalassobius"
"SV_336_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"
"SV_337_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Marinovum"
"SV_338_NA"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"SV_339_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"
"SV_340_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Ulvibacter"
"SV_341_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ruegeria"
"SV_342_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	NA
"SV_343_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169_marine_group"
"SV_344_Oceanospirillales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86_clade"	NA
"SV_345_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"
"SV_346_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aquimarina"
"SV_347_NA"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA
"SV_348_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseibacterium"
"SV_349_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Tropicimonas"
"SV_350_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Glaciecola"
"SV_351_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
"SV_352_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"
"SV_353_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"
"SV_354_Sphingobacteriales"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"NS11-12_marine_group"	NA
"SV_355_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_356_Flavobacteriales"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Brumimicrobium"
"SV_357_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"
"SV_358_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"
"SV_359_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Jannaschia"
"SV_360_Alteromonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	NA
"SV_361_Burkholderiales"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia-Paraburkholderia"
"SV_362_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"SV_363_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"SV_364_SAR11_clade"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Surface_1"	NA
